temporal_change,dispersal,replicate,time,predicted_species,environment_1,community,N
yes,no dispersal,6,4,col,light,polyculture,61
yes,no dispersal,6,4,eug,dark,polyculture,1
yes,no dispersal,6,4,eug,light,polyculture,45
yes,no dispersal,6,4,eup,dark,polyculture,30
yes,no dispersal,6,4,eup,light,polyculture,1
yes,no dispersal,6,4,pau,dark,polyculture,8
yes,no dispersal,6,4,pau,light,polyculture,5
yes,no dispersal,6,4,rot,dark,polyculture,0
yes,no dispersal,6,4,rot,light,polyculture,10
yes,no dispersal,6,4,spi,dark,polyculture,0
yes,no dispersal,6,4,spi,light,polyculture,0
yes,no dispersal,6,4,tet,dark,polyculture,3
yes,no dispersal,6,4,tet,light,polyculture,12
yes,dispersal,1,1,col,dark,monoculture,67
yes,dispersal,1,1,col,dark,polyculture,14
yes,dispersal,1,1,col,light,monoculture,56
yes,dispersal,1,1,col,light,polyculture,47
yes,dispersal,1,1,eug,dark,monoculture,540
yes,dispersal,1,1,eug,dark,polyculture,2
yes,dispersal,1,1,eug,light,monoculture,3098
yes,dispersal,1,1,eug,light,polyculture,123
yes,dispersal,1,1,eup,dark,monoculture,78
yes,dispersal,1,1,eup,dark,polyculture,0
yes,dispersal,1,1,eup,light,monoculture,26
yes,dispersal,1,1,eup,light,polyculture,3
yes,dispersal,1,1,pau,dark,monoculture,78
yes,dispersal,1,1,pau,dark,polyculture,4
yes,dispersal,1,1,pau,light,monoculture,72
yes,dispersal,1,1,pau,light,polyculture,42
yes,dispersal,1,1,rot,dark,monoculture,218
yes,dispersal,1,1,rot,dark,polyculture,32
yes,dispersal,1,1,rot,light,monoculture,180
yes,dispersal,1,1,rot,light,polyculture,17
yes,dispersal,1,1,spi,dark,monoculture,16
yes,dispersal,1,1,spi,dark,polyculture,0
yes,dispersal,1,1,spi,light,monoculture,52
yes,dispersal,1,1,spi,light,polyculture,3
yes,dispersal,1,1,tet,dark,monoculture,126
yes,dispersal,1,1,tet,dark,polyculture,24
yes,dispersal,1,1,tet,light,monoculture,179
yes,dispersal,1,1,tet,light,polyculture,81
yes,dispersal,1,2,col,dark,monoculture,92
yes,dispersal,1,2,col,dark,polyculture,17
yes,dispersal,1,2,col,light,monoculture,46
yes,dispersal,1,2,col,light,polyculture,116
yes,dispersal,1,2,eug,dark,monoculture,91
yes,dispersal,1,2,eug,dark,polyculture,0
yes,dispersal,1,2,eug,light,monoculture,1946
yes,dispersal,1,2,eug,light,polyculture,85
yes,dispersal,1,2,eup,dark,monoculture,96
yes,dispersal,1,2,eup,dark,polyculture,12
yes,dispersal,1,2,eup,light,monoculture,49
yes,dispersal,1,2,eup,light,polyculture,3
yes,dispersal,1,2,pau,dark,monoculture,83
yes,dispersal,1,2,pau,dark,polyculture,8
yes,dispersal,1,2,pau,light,monoculture,32
yes,dispersal,1,2,pau,light,polyculture,32
yes,dispersal,1,2,rot,dark,monoculture,237
yes,dispersal,1,2,rot,dark,polyculture,1
yes,dispersal,1,2,rot,light,monoculture,135
yes,dispersal,1,2,rot,light,polyculture,4
yes,dispersal,1,2,spi,dark,monoculture,32
yes,dispersal,1,2,spi,dark,polyculture,0
yes,dispersal,1,2,spi,light,monoculture,35
yes,dispersal,1,2,spi,light,polyculture,1
yes,dispersal,1,2,tet,dark,monoculture,142
yes,dispersal,1,2,tet,dark,polyculture,2
yes,dispersal,1,2,tet,light,monoculture,302
yes,dispersal,1,2,tet,light,polyculture,9
yes,dispersal,1,3,col,dark,monoculture,37
yes,dispersal,1,3,col,dark,polyculture,26
yes,dispersal,1,3,col,light,monoculture,51
yes,dispersal,1,3,col,light,polyculture,42
yes,dispersal,1,3,eug,dark,monoculture,2937
yes,dispersal,1,3,eug,dark,polyculture,8
yes,dispersal,1,3,eug,light,monoculture,1044
yes,dispersal,1,3,eug,light,polyculture,21
yes,dispersal,1,3,eup,dark,monoculture,40
yes,dispersal,1,3,eup,dark,polyculture,21
yes,dispersal,1,3,eup,light,monoculture,78
yes,dispersal,1,3,eup,light,polyculture,2
yes,dispersal,1,3,pau,dark,monoculture,54
yes,dispersal,1,3,pau,dark,polyculture,0
yes,dispersal,1,3,pau,light,monoculture,7
yes,dispersal,1,3,pau,light,polyculture,27
yes,dispersal,1,3,rot,dark,monoculture,92
yes,dispersal,1,3,rot,dark,polyculture,9
yes,dispersal,1,3,rot,light,monoculture,69
yes,dispersal,1,3,rot,light,polyculture,1
yes,dispersal,1,3,spi,dark,monoculture,40
yes,dispersal,1,3,spi,dark,polyculture,6
yes,dispersal,1,3,spi,light,monoculture,89
yes,dispersal,1,3,spi,light,polyculture,0
yes,dispersal,1,3,tet,dark,monoculture,70
yes,dispersal,1,3,tet,dark,polyculture,2
yes,dispersal,1,3,tet,light,monoculture,69
yes,dispersal,1,3,tet,light,polyculture,8
yes,dispersal,1,4,col,dark,monoculture,78
yes,dispersal,1,4,col,dark,polyculture,22
yes,dispersal,1,4,col,light,monoculture,227
yes,dispersal,1,4,col,light,polyculture,36
yes,dispersal,1,4,eug,dark,monoculture,1272
yes,dispersal,1,4,eug,dark,polyculture,7
yes,dispersal,1,4,eug,light,monoculture,1001
yes,dispersal,1,4,eug,light,polyculture,40
yes,dispersal,1,4,eup,dark,monoculture,42
yes,dispersal,1,4,eup,dark,polyculture,23
yes,dispersal,1,4,eup,light,monoculture,34
yes,dispersal,1,4,eup,light,polyculture,2
yes,dispersal,1,4,pau,dark,monoculture,1
yes,dispersal,1,4,pau,dark,polyculture,0
yes,dispersal,1,4,pau,light,monoculture,2
yes,dispersal,1,4,pau,light,polyculture,2
yes,dispersal,1,4,rot,dark,monoculture,277
yes,dispersal,1,4,rot,dark,polyculture,0
yes,dispersal,1,4,rot,light,monoculture,85
yes,dispersal,1,4,rot,light,polyculture,7
yes,dispersal,1,4,spi,dark,monoculture,17
yes,dispersal,1,4,spi,dark,polyculture,0
yes,dispersal,1,4,spi,light,monoculture,79
yes,dispersal,1,4,spi,light,polyculture,0
yes,dispersal,1,4,tet,dark,monoculture,359
yes,dispersal,1,4,tet,dark,polyculture,6
yes,dispersal,1,4,tet,light,monoculture,93
yes,dispersal,1,4,tet,light,polyculture,15
yes,dispersal,2,1,col,dark,monoculture,51
yes,dispersal,2,1,col,dark,polyculture,57
yes,dispersal,2,1,col,light,monoculture,27
yes,dispersal,2,1,col,light,polyculture,57
yes,dispersal,2,1,eug,dark,monoculture,259
yes,dispersal,2,1,eug,dark,polyculture,19
yes,dispersal,2,1,eug,light,monoculture,10628
yes,dispersal,2,1,eug,light,polyculture,374
yes,dispersal,2,1,eup,dark,monoculture,34
yes,dispersal,2,1,eup,dark,polyculture,12
yes,dispersal,2,1,eup,light,monoculture,141
yes,dispersal,2,1,eup,light,polyculture,14
yes,dispersal,2,1,pau,dark,monoculture,95
yes,dispersal,2,1,pau,dark,polyculture,3
yes,dispersal,2,1,pau,light,monoculture,37
yes,dispersal,2,1,pau,light,polyculture,43
yes,dispersal,2,1,rot,dark,monoculture,202
yes,dispersal,2,1,rot,dark,polyculture,60
yes,dispersal,2,1,rot,light,monoculture,22
yes,dispersal,2,1,rot,light,polyculture,22
yes,dispersal,2,1,spi,dark,monoculture,16
yes,dispersal,2,1,spi,dark,polyculture,13
yes,dispersal,2,1,spi,light,monoculture,12
yes,dispersal,2,1,spi,light,polyculture,1
yes,dispersal,2,1,tet,dark,monoculture,245
yes,dispersal,2,1,tet,dark,polyculture,55
yes,dispersal,2,1,tet,light,monoculture,56
yes,dispersal,2,1,tet,light,polyculture,128
yes,dispersal,2,2,col,dark,monoculture,192
yes,dispersal,2,2,col,dark,polyculture,88
yes,dispersal,2,2,col,light,monoculture,118
yes,dispersal,2,2,col,light,polyculture,11
yes,dispersal,2,2,eug,dark,monoculture,258
yes,dispersal,2,2,eug,dark,polyculture,18
yes,dispersal,2,2,eug,light,monoculture,11236
yes,dispersal,2,2,eug,light,polyculture,21
yes,dispersal,2,2,eup,dark,monoculture,70
yes,dispersal,2,2,eup,dark,polyculture,12
yes,dispersal,2,2,eup,light,monoculture,50
yes,dispersal,2,2,eup,light,polyculture,3
yes,dispersal,2,2,pau,dark,monoculture,68
yes,dispersal,2,2,pau,dark,polyculture,31
yes,dispersal,2,2,pau,light,monoculture,45
yes,dispersal,2,2,pau,light,polyculture,9
yes,dispersal,2,2,rot,dark,monoculture,135
yes,dispersal,2,2,rot,dark,polyculture,3
yes,dispersal,2,2,rot,light,monoculture,59
yes,dispersal,2,2,rot,light,polyculture,13
yes,dispersal,2,2,spi,dark,monoculture,209
yes,dispersal,2,2,spi,dark,polyculture,0
yes,dispersal,2,2,spi,light,monoculture,36
yes,dispersal,2,2,spi,light,polyculture,1
yes,dispersal,2,2,tet,dark,monoculture,133
yes,dispersal,2,2,tet,dark,polyculture,8
yes,dispersal,2,2,tet,light,monoculture,58
yes,dispersal,2,2,tet,light,polyculture,12
yes,dispersal,2,3,col,dark,monoculture,20
yes,dispersal,2,3,col,dark,polyculture,19
yes,dispersal,2,3,col,light,monoculture,32
yes,dispersal,2,3,col,light,polyculture,53
yes,dispersal,2,3,eug,dark,monoculture,15410
yes,dispersal,2,3,eug,dark,polyculture,15
yes,dispersal,2,3,eug,light,monoculture,2421
yes,dispersal,2,3,eug,light,polyculture,14
yes,dispersal,2,3,eup,dark,monoculture,56
yes,dispersal,2,3,eup,dark,polyculture,19
yes,dispersal,2,3,eup,light,monoculture,102
yes,dispersal,2,3,eup,light,polyculture,3
yes,dispersal,2,3,pau,dark,monoculture,40
yes,dispersal,2,3,pau,dark,polyculture,5
yes,dispersal,2,3,pau,light,monoculture,9
yes,dispersal,2,3,pau,light,polyculture,7
yes,dispersal,2,3,rot,dark,monoculture,86
yes,dispersal,2,3,rot,dark,polyculture,1
yes,dispersal,2,3,rot,light,monoculture,62
yes,dispersal,2,3,rot,light,polyculture,8
yes,dispersal,2,3,spi,dark,monoculture,46
yes,dispersal,2,3,spi,dark,polyculture,0
yes,dispersal,2,3,spi,light,monoculture,81
yes,dispersal,2,3,spi,light,polyculture,1
yes,dispersal,2,3,tet,dark,monoculture,163
yes,dispersal,2,3,tet,dark,polyculture,4
yes,dispersal,2,3,tet,light,monoculture,56
yes,dispersal,2,3,tet,light,polyculture,3
yes,dispersal,2,4,col,dark,monoculture,122
yes,dispersal,2,4,col,dark,polyculture,18
yes,dispersal,2,4,col,light,monoculture,208
yes,dispersal,2,4,col,light,polyculture,48
yes,dispersal,2,4,eug,dark,monoculture,16184
yes,dispersal,2,4,eug,dark,polyculture,6
yes,dispersal,2,4,eug,light,monoculture,1025
yes,dispersal,2,4,eug,light,polyculture,12
yes,dispersal,2,4,eup,dark,monoculture,120
yes,dispersal,2,4,eup,dark,polyculture,38
yes,dispersal,2,4,eup,light,monoculture,111
yes,dispersal,2,4,eup,light,polyculture,7
yes,dispersal,2,4,pau,dark,monoculture,3
yes,dispersal,2,4,pau,dark,polyculture,10
yes,dispersal,2,4,pau,light,monoculture,4
yes,dispersal,2,4,pau,light,polyculture,6
yes,dispersal,2,4,rot,dark,monoculture,159
yes,dispersal,2,4,rot,dark,polyculture,0
yes,dispersal,2,4,rot,light,monoculture,83
yes,dispersal,2,4,rot,light,polyculture,3
yes,dispersal,2,4,spi,dark,monoculture,19
yes,dispersal,2,4,spi,dark,polyculture,2
yes,dispersal,2,4,spi,light,monoculture,36
yes,dispersal,2,4,spi,light,polyculture,0
yes,dispersal,2,4,tet,dark,monoculture,156
yes,dispersal,2,4,tet,dark,polyculture,11
yes,dispersal,2,4,tet,light,monoculture,185
yes,dispersal,2,4,tet,light,polyculture,1
yes,dispersal,3,1,col,dark,monoculture,12
yes,dispersal,3,1,col,dark,polyculture,50
yes,dispersal,3,1,col,light,monoculture,30
yes,dispersal,3,1,col,light,polyculture,29
yes,dispersal,3,1,eug,dark,monoculture,126
yes,dispersal,3,1,eug,dark,polyculture,12
yes,dispersal,3,1,eug,light,monoculture,4271
yes,dispersal,3,1,eug,light,polyculture,240
yes,dispersal,3,1,eup,dark,monoculture,30
yes,dispersal,3,1,eup,dark,polyculture,8
yes,dispersal,3,1,eup,light,monoculture,9
yes,dispersal,3,1,eup,light,polyculture,0
yes,dispersal,3,1,pau,dark,monoculture,183
yes,dispersal,3,1,pau,dark,polyculture,10
yes,dispersal,3,1,pau,light,monoculture,98
yes,dispersal,3,1,pau,light,polyculture,9
yes,dispersal,3,1,rot,dark,monoculture,164
yes,dispersal,3,1,rot,dark,polyculture,27
yes,dispersal,3,1,rot,light,monoculture,65
yes,dispersal,3,1,rot,light,polyculture,4
yes,dispersal,3,1,spi,dark,monoculture,51
yes,dispersal,3,1,spi,dark,polyculture,6
yes,dispersal,3,1,spi,light,monoculture,7
yes,dispersal,3,1,spi,light,polyculture,0
yes,dispersal,3,1,tet,dark,monoculture,65
yes,dispersal,3,1,tet,dark,polyculture,26
yes,dispersal,3,1,tet,light,monoculture,103
yes,dispersal,3,1,tet,light,polyculture,99
yes,dispersal,3,2,col,dark,monoculture,75
yes,dispersal,3,2,col,dark,polyculture,45
yes,dispersal,3,2,col,light,monoculture,40
yes,dispersal,3,2,col,light,polyculture,21
yes,dispersal,3,2,eug,dark,monoculture,420
yes,dispersal,3,2,eug,dark,polyculture,10
yes,dispersal,3,2,eug,light,monoculture,10986
yes,dispersal,3,2,eug,light,polyculture,32
yes,dispersal,3,2,eup,dark,monoculture,46
yes,dispersal,3,2,eup,dark,polyculture,15
yes,dispersal,3,2,eup,light,monoculture,93
yes,dispersal,3,2,eup,light,polyculture,3
yes,dispersal,3,2,pau,dark,monoculture,73
yes,dispersal,3,2,pau,dark,polyculture,29
yes,dispersal,3,2,pau,light,monoculture,53
yes,dispersal,3,2,pau,light,polyculture,39
yes,dispersal,3,2,rot,dark,monoculture,70
yes,dispersal,3,2,rot,dark,polyculture,4
yes,dispersal,3,2,rot,light,monoculture,24
yes,dispersal,3,2,rot,light,polyculture,0
yes,dispersal,3,2,spi,dark,monoculture,19
yes,dispersal,3,2,spi,dark,polyculture,0
yes,dispersal,3,2,spi,light,monoculture,15
yes,dispersal,3,2,spi,light,polyculture,0
yes,dispersal,3,2,tet,dark,monoculture,118
yes,dispersal,3,2,tet,dark,polyculture,1
yes,dispersal,3,2,tet,light,monoculture,65
yes,dispersal,3,2,tet,light,polyculture,10
yes,dispersal,3,3,col,dark,monoculture,126
yes,dispersal,3,3,col,dark,polyculture,43
yes,dispersal,3,3,col,light,monoculture,24
yes,dispersal,3,3,col,light,polyculture,21
yes,dispersal,3,3,eug,dark,monoculture,8260
yes,dispersal,3,3,eug,dark,polyculture,36
yes,dispersal,3,3,eug,light,monoculture,2279
yes,dispersal,3,3,eug,light,polyculture,7
yes,dispersal,3,3,eup,dark,monoculture,7
yes,dispersal,3,3,eup,dark,polyculture,18
yes,dispersal,3,3,eup,light,monoculture,74
yes,dispersal,3,3,eup,light,polyculture,5
yes,dispersal,3,3,pau,dark,monoculture,4
yes,dispersal,3,3,pau,dark,polyculture,1
yes,dispersal,3,3,pau,light,monoculture,27
yes,dispersal,3,3,pau,light,polyculture,6
yes,dispersal,3,3,rot,dark,monoculture,54
yes,dispersal,3,3,rot,dark,polyculture,3
yes,dispersal,3,3,rot,light,monoculture,47
yes,dispersal,3,3,rot,light,polyculture,0
yes,dispersal,3,3,spi,dark,monoculture,1
yes,dispersal,3,3,spi,dark,polyculture,0
yes,dispersal,3,3,spi,light,monoculture,5
yes,dispersal,3,3,spi,light,polyculture,1
yes,dispersal,3,3,tet,dark,monoculture,73
yes,dispersal,3,3,tet,dark,polyculture,10
yes,dispersal,3,3,tet,light,monoculture,56
yes,dispersal,3,3,tet,light,polyculture,4
yes,dispersal,3,4,col,dark,monoculture,165
yes,dispersal,3,4,col,dark,polyculture,25
yes,dispersal,3,4,col,light,monoculture,56
yes,dispersal,3,4,col,light,polyculture,32
yes,dispersal,3,4,eug,dark,monoculture,13091
yes,dispersal,3,4,eug,dark,polyculture,7
yes,dispersal,3,4,eug,light,monoculture,2385
yes,dispersal,3,4,eug,light,polyculture,33
yes,dispersal,3,4,eup,dark,monoculture,111
yes,dispersal,3,4,eup,dark,polyculture,38
yes,dispersal,3,4,eup,light,monoculture,115
yes,dispersal,3,4,eup,light,polyculture,6
yes,dispersal,3,4,pau,dark,monoculture,1
yes,dispersal,3,4,pau,dark,polyculture,1
yes,dispersal,3,4,pau,light,monoculture,10
yes,dispersal,3,4,pau,light,polyculture,1
yes,dispersal,3,4,rot,dark,monoculture,195
yes,dispersal,3,4,rot,dark,polyculture,0
yes,dispersal,3,4,rot,light,monoculture,113
yes,dispersal,3,4,rot,light,polyculture,2
yes,dispersal,3,4,spi,dark,monoculture,26
yes,dispersal,3,4,spi,dark,polyculture,0
yes,dispersal,3,4,spi,light,monoculture,153
yes,dispersal,3,4,spi,light,polyculture,0
yes,dispersal,3,4,tet,dark,monoculture,132
yes,dispersal,3,4,tet,dark,polyculture,9
yes,dispersal,3,4,tet,light,monoculture,179
yes,dispersal,3,4,tet,light,polyculture,4
yes,dispersal,4,1,col,dark,polyculture,160
yes,dispersal,4,1,col,light,polyculture,17
yes,dispersal,4,1,eug,dark,polyculture,38
yes,dispersal,4,1,eug,light,polyculture,103
yes,dispersal,4,1,eup,dark,polyculture,1
yes,dispersal,4,1,eup,light,polyculture,0
yes,dispersal,4,1,pau,dark,polyculture,21
yes,dispersal,4,1,pau,light,polyculture,10
yes,dispersal,4,1,rot,dark,polyculture,65
yes,dispersal,4,1,rot,light,polyculture,4
yes,dispersal,4,1,spi,dark,polyculture,5
yes,dispersal,4,1,spi,light,polyculture,0
yes,dispersal,4,1,tet,dark,polyculture,58
yes,dispersal,4,1,tet,light,polyculture,51
yes,dispersal,4,2,col,dark,polyculture,48
yes,dispersal,4,2,col,light,polyculture,19
yes,dispersal,4,2,eug,dark,polyculture,16
yes,dispersal,4,2,eug,light,polyculture,23
yes,dispersal,4,2,eup,dark,polyculture,14
yes,dispersal,4,2,eup,light,polyculture,3
yes,dispersal,4,2,pau,dark,polyculture,14
yes,dispersal,4,2,pau,light,polyculture,8
yes,dispersal,4,2,rot,dark,polyculture,21
yes,dispersal,4,2,rot,light,polyculture,15
yes,dispersal,4,2,spi,dark,polyculture,4
yes,dispersal,4,2,spi,light,polyculture,2
yes,dispersal,4,2,tet,dark,polyculture,5
yes,dispersal,4,2,tet,light,polyculture,25
yes,dispersal,4,3,col,dark,polyculture,17
yes,dispersal,4,3,col,light,polyculture,34
yes,dispersal,4,3,eug,dark,polyculture,4
yes,dispersal,4,3,eug,light,polyculture,23
yes,dispersal,4,3,eup,dark,polyculture,11
yes,dispersal,4,3,eup,light,polyculture,0
yes,dispersal,4,3,pau,dark,polyculture,0
yes,dispersal,4,3,pau,light,polyculture,6
yes,dispersal,4,3,rot,dark,polyculture,7
yes,dispersal,4,3,rot,light,polyculture,2
yes,dispersal,4,3,spi,dark,polyculture,0
yes,dispersal,4,3,spi,light,polyculture,2
yes,dispersal,4,3,tet,dark,polyculture,0
yes,dispersal,4,3,tet,light,polyculture,0
yes,dispersal,4,4,col,dark,polyculture,9
yes,dispersal,4,4,col,light,polyculture,68
yes,dispersal,4,4,eug,dark,polyculture,7
yes,dispersal,4,4,eug,light,polyculture,17
yes,dispersal,4,4,eup,dark,polyculture,38
yes,dispersal,4,4,eup,light,polyculture,2
yes,dispersal,4,4,pau,dark,polyculture,6
yes,dispersal,4,4,pau,light,polyculture,8
yes,dispersal,4,4,rot,dark,polyculture,6
yes,dispersal,4,4,rot,light,polyculture,4
yes,dispersal,4,4,spi,dark,polyculture,2
yes,dispersal,4,4,spi,light,polyculture,0
yes,dispersal,4,4,tet,dark,polyculture,7
yes,dispersal,4,4,tet,light,polyculture,4
yes,dispersal,5,1,col,dark,polyculture,66
yes,dispersal,5,1,col,light,polyculture,43
yes,dispersal,5,1,eug,dark,polyculture,48
yes,dispersal,5,1,eug,light,polyculture,228
yes,dispersal,5,1,eup,dark,polyculture,6
yes,dispersal,5,1,eup,light,polyculture,6
yes,dispersal,5,1,pau,dark,polyculture,21
yes,dispersal,5,1,pau,light,polyculture,15
yes,dispersal,5,1,rot,dark,polyculture,47
yes,dispersal,5,1,rot,light,polyculture,16
yes,dispersal,5,1,spi,dark,polyculture,6
yes,dispersal,5,1,spi,light,polyculture,1
yes,dispersal,5,1,tet,dark,polyculture,40
yes,dispersal,5,1,tet,light,polyculture,97
yes,dispersal,5,2,col,dark,polyculture,105
yes,dispersal,5,2,col,light,polyculture,24
yes,dispersal,5,2,eug,dark,polyculture,6
yes,dispersal,5,2,eug,light,polyculture,15
yes,dispersal,5,2,eup,dark,polyculture,6
yes,dispersal,5,2,eup,light,polyculture,4
yes,dispersal,5,2,pau,dark,polyculture,28
yes,dispersal,5,2,pau,light,polyculture,13
yes,dispersal,5,2,rot,dark,polyculture,6
yes,dispersal,5,2,rot,light,polyculture,0
yes,dispersal,5,2,spi,dark,polyculture,0
yes,dispersal,5,2,spi,light,polyculture,0
yes,dispersal,5,2,tet,dark,polyculture,0
yes,dispersal,5,2,tet,light,polyculture,4
yes,dispersal,5,3,col,dark,polyculture,13
yes,dispersal,5,3,col,light,polyculture,10
yes,dispersal,5,3,eug,dark,polyculture,11
yes,dispersal,5,3,eug,light,polyculture,3
yes,dispersal,5,3,eup,dark,polyculture,10
yes,dispersal,5,3,eup,light,polyculture,1
yes,dispersal,5,3,pau,dark,polyculture,13
yes,dispersal,5,3,pau,light,polyculture,1
yes,dispersal,5,3,rot,dark,polyculture,0
yes,dispersal,5,3,rot,light,polyculture,4
yes,dispersal,5,3,spi,dark,polyculture,0
yes,dispersal,5,3,spi,light,polyculture,0
yes,dispersal,5,3,tet,dark,polyculture,0
yes,dispersal,5,3,tet,light,polyculture,0
yes,dispersal,5,4,col,dark,polyculture,16
yes,dispersal,5,4,col,light,polyculture,66
yes,dispersal,5,4,eug,dark,polyculture,18
yes,dispersal,5,4,eug,light,polyculture,20
yes,dispersal,5,4,eup,dark,polyculture,34
yes,dispersal,5,4,eup,light,polyculture,0
yes,dispersal,5,4,pau,dark,polyculture,11
yes,dispersal,5,4,pau,light,polyculture,0
yes,dispersal,5,4,rot,dark,polyculture,1
yes,dispersal,5,4,rot,light,polyculture,1
yes,dispersal,5,4,spi,dark,polyculture,0
yes,dispersal,5,4,spi,light,polyculture,1
yes,dispersal,5,4,tet,dark,polyculture,11
yes,dispersal,5,4,tet,light,polyculture,3
yes,dispersal,6,1,col,dark,polyculture,88
yes,dispersal,6,1,col,light,polyculture,42
yes,dispersal,6,1,eug,dark,polyculture,15
yes,dispersal,6,1,eug,light,polyculture,244
yes,dispersal,6,1,eup,dark,polyculture,0
yes,dispersal,6,1,eup,light,polyculture,9
yes,dispersal,6,1,pau,dark,polyculture,17
yes,dispersal,6,1,pau,light,polyculture,33
yes,dispersal,6,1,rot,dark,polyculture,36
yes,dispersal,6,1,rot,light,polyculture,23
yes,dispersal,6,1,spi,dark,polyculture,3
yes,dispersal,6,1,spi,light,polyculture,16
yes,dispersal,6,1,tet,dark,polyculture,15
yes,dispersal,6,1,tet,light,polyculture,138
yes,dispersal,6,2,col,dark,polyculture,101
yes,dispersal,6,2,col,light,polyculture,24
yes,dispersal,6,2,eug,dark,polyculture,13
yes,dispersal,6,2,eug,light,polyculture,18
yes,dispersal,6,2,eup,dark,polyculture,28
yes,dispersal,6,2,eup,light,polyculture,2
yes,dispersal,6,2,pau,dark,polyculture,44
yes,dispersal,6,2,pau,light,polyculture,18
yes,dispersal,6,2,rot,dark,polyculture,2
yes,dispersal,6,2,rot,light,polyculture,0
yes,dispersal,6,2,spi,dark,polyculture,1
yes,dispersal,6,2,spi,light,polyculture,0
yes,dispersal,6,2,tet,dark,polyculture,0
yes,dispersal,6,2,tet,light,polyculture,9
yes,dispersal,6,3,col,dark,polyculture,20
yes,dispersal,6,3,col,light,polyculture,39
yes,dispersal,6,3,eug,dark,polyculture,6
yes,dispersal,6,3,eug,light,polyculture,16
yes,dispersal,6,3,eup,dark,polyculture,5
yes,dispersal,6,3,eup,light,polyculture,11
yes,dispersal,6,3,pau,dark,polyculture,1
yes,dispersal,6,3,pau,light,polyculture,6
yes,dispersal,6,3,rot,dark,polyculture,0
yes,dispersal,6,3,rot,light,polyculture,3
yes,dispersal,6,3,spi,dark,polyculture,0
yes,dispersal,6,3,spi,light,polyculture,1
yes,dispersal,6,3,tet,dark,polyculture,4
yes,dispersal,6,3,tet,light,polyculture,2
yes,dispersal,6,4,col,dark,polyculture,17
yes,dispersal,6,4,col,light,polyculture,74
yes,dispersal,6,4,eug,dark,polyculture,2
yes,dispersal,6,4,eug,light,polyculture,63
yes,dispersal,6,4,eup,dark,polyculture,91
yes,dispersal,6,4,eup,light,polyculture,3
yes,dispersal,6,4,pau,dark,polyculture,4
yes,dispersal,6,4,pau,light,polyculture,7
yes,dispersal,6,4,rot,dark,polyculture,20
yes,dispersal,6,4,rot,light,polyculture,3
yes,dispersal,6,4,spi,dark,polyculture,0
yes,dispersal,6,4,spi,light,polyculture,0
yes,dispersal,6,4,tet,dark,polyculture,6
yes,dispersal,6,4,tet,light,polyculture,6
